,origin_layer,origin_index,target_index,value
183,0,0,183,0.2378501591947978
184,0,0,184,1.1898470605123157
185,0,0,185,-0.9246168453080916
186,0,0,186,-0.5410270573134895
187,0,0,187,2.1465428503579185
188,0,0,188,0.21266502042043117
189,0,0,189,0.19979510854282717
190,0,0,190,1.24929998558057
191,0,0,191,-0.9834400096634087
192,0,0,192,0.09488048751132107
193,0,0,193,0.37595985963755607
194,0,0,194,0.12455739979227931
195,0,0,195,0.4606306832570056
196,0,0,196,-0.23264261140707276
197,0,0,197,-1.3194562137689712
198,0,0,198,-0.3913786783204212
199,0,0,199,0.9220235818845408
200,0,0,200,-0.4345472193202054
201,0,0,201,-1.1626841658966418
202,0,0,202,0.3386353548330928
203,0,0,203,0.6206784000113025
204,0,0,204,0.49937710218162673
205,0,0,205,0.18627531864134259
206,0,0,206,0.5113402194552837
207,0,0,207,-0.5837328214918506
208,0,0,208,-0.6567751536198737
209,0,0,209,-1.5491647910318864
210,0,0,210,0.8003501722604726
211,0,0,211,-0.8456777149545521
212,0,0,212,0.7478914264188232
213,0,0,213,-0.22456353653734812
214,0,0,214,1.85475319390754
215,0,0,215,1.6072831927447317
216,0,0,216,-1.1566294378358046
217,0,0,217,0.4549666400599733
218,0,0,218,0.5857197115396794
219,0,0,219,0.10001466534819231
220,0,0,220,0.491716412886168
221,0,0,221,0.27553900556581024
222,0,0,222,1.1630374518522564
223,0,0,223,1.1582131539638838
224,0,0,224,0.8076072934739731
225,0,0,225,0.4761609634092561
226,0,0,226,0.3614936253534266
227,0,0,227,0.7064439630076946
228,0,0,228,0.43776866872649667
229,0,0,229,-0.46548410641787347
230,0,0,230,-0.34840209148318557
231,0,0,231,-0.4877473029786578
232,0,0,232,-0.11664628518130618
233,0,0,233,-0.7006444156523977
234,0,0,234,0.019515395977454345
235,0,0,235,-1.8727065347268828
236,0,0,236,0.09967412864370133
237,0,0,237,-0.9103259930693148
238,0,0,238,0.7031887964235276
239,0,0,239,-1.7681254017079024
240,0,0,240,1.0423582124104775
241,0,0,241,1.2085638435524058
242,0,0,242,-0.7883923344747201
243,0,0,243,1.8649420488308037
244,0,0,244,0.6536007240709493
245,0,0,245,0.12532802861653372
246,0,0,246,-0.8461354325241653
247,0,0,247,-0.026527807708073753
248,0,0,248,-1.5529899026224476
249,0,0,249,-0.2851604165066063
250,0,0,250,0.604648966923577
251,0,0,251,0.1667144974858498
252,0,0,252,0.3016458846164892
253,0,0,253,2.1375106666430184
254,0,0,254,0.0472497434771408
255,0,0,255,0.3021828750263699
256,0,0,256,0.5640513005269637
257,0,0,257,-2.9702887721873266
258,0,0,258,-0.2774662908165453
259,0,0,259,-1.502710399181074
260,0,0,260,-0.15505297226998951
261,0,0,261,0.8107864162946972
262,0,0,262,0.11272750970370927
263,0,0,263,0.6020820134428633
264,0,0,264,-0.27258206881319125
265,0,0,265,1.6803558536530807
266,0,0,266,-0.9497915952212939
267,0,0,267,0.23012961370512985
268,0,0,268,0.2804543702974227
269,0,0,269,-0.9012187100420076
270,0,0,270,-0.4471358465453114
271,0,0,271,-0.6484665330625987
272,0,0,272,0.1039640184946616
273,0,0,273,-0.13154817129340368
274,0,0,274,-1.368572362155825
275,0,0,275,-0.1554093357648206
276,0,0,276,-2.1201004387234277
277,0,0,277,-1.8027213446468593
278,0,0,278,0.20666269103839208
279,0,0,279,0.6150020881940528
280,0,0,280,0.9666911040535
281,0,0,281,-1.0669367905733442
282,0,0,282,0.2215131428387192
283,0,0,283,-0.2271296427045636
284,0,0,284,0.18502191682359995
285,0,0,285,0.5474251444818704
286,0,0,286,0.6669878984379325
287,0,0,287,-2.637755300386884
288,0,0,288,1.3654716304229497
289,0,0,289,1.129201000359362
290,0,0,290,-1.1140010348300804
291,0,0,291,0.9255344715221354
292,0,0,292,1.6858568561857115
293,0,0,293,-0.3690497308561496
294,0,0,294,0.17939845375207036
295,0,0,295,-1.4435280480448311
296,0,0,296,-0.8390011948007324
297,0,0,297,0.2301862091214686
298,0,0,298,0.3917978879877239
299,0,0,299,0.7680491225750813
300,0,1,0,1.446402498461846
301,0,1,1,0.7936742354413827
302,0,1,2,0.5799220307188129
303,0,1,3,-0.1795793459880726
304,0,1,4,0.2706214840825727
305,0,1,5,0.3324864093500905
306,0,1,6,-0.7792309971564171
307,0,1,7,1.9431846711939913
308,0,1,8,-1.0836945711620283
309,0,1,9,-0.38959422658496473
310,0,1,10,-0.5011356541384713
311,0,1,11,1.0086943710498744
312,0,1,12,-0.21164066821346908
313,0,1,13,0.12043758836942259
314,0,1,14,-0.005131157393502804
315,0,1,15,0.4449643477362173
316,0,1,16,-1.29828103030585
317,0,1,17,1.1955685750288132
318,0,1,18,-1.1339069907517263
319,0,1,19,1.3933113903871293
320,0,1,20,0.4745204014838972
321,0,1,21,0.5489845215822501
322,0,1,22,1.6779348085292929
323,0,1,23,-0.12487845739107395
324,0,1,24,1.43167303376721
325,0,1,25,0.18117394837506592
326,0,1,26,1.4452402820377845
327,0,1,27,0.9357352646984981
328,0,1,28,0.023426830489563687
329,0,1,29,-0.32411433980661647
330,0,1,30,-0.5190762379966426
331,0,1,31,0.09507532279450778
332,0,1,32,1.406733132648378
333,0,1,33,-1.0229895454734184
334,0,1,34,-1.5886102824542048
335,0,1,35,-0.9475192284388719
336,0,1,36,-0.9585754501551271
337,0,1,37,-1.8060695981073565
338,0,1,38,-0.34220859432031847
339,0,1,39,0.5271343005736295
340,0,1,40,-0.476166072752173
341,0,1,41,2.5916832779935914
342,0,1,42,0.4550651980374788
343,0,1,43,-0.44868745339943583
344,0,1,44,-0.6391855648200785
345,0,1,45,-0.4816811885146922
346,0,1,46,0.7255851236646962
347,0,1,47,0.47141818972704397
348,0,1,48,-0.9237776019143402
349,0,1,49,0.28959944386405234
350,0,1,50,-0.20380452293115756
351,0,1,51,0.7517825051010434
352,0,1,52,1.6537930739918172
353,0,1,53,-0.41826278744991335
354,0,1,54,-0.32009977218395896
355,0,1,55,0.9661413862443334
356,0,1,56,-0.32697449147409574
357,0,1,57,0.05574986169004255
358,0,1,58,1.4620551993801856
359,0,1,59,1.0410556242676057
360,0,1,60,0.15092665038751535
361,0,1,61,-0.21329171810075823
362,0,1,62,0.43278521441833434
363,0,1,63,-1.5102342638393997
364,0,1,64,0.8356797710577869
365,0,1,65,0.016595182280754805
366,0,1,66,-0.8055784843193587
367,0,1,67,0.5610145271123692
368,0,1,68,-0.3381459336638486
369,0,1,69,-1.1690136605907082
370,0,1,70,0.07852481294785885
371,0,1,71,-0.9241602463648823
372,0,1,72,-0.2981917271934362
373,0,1,73,-0.7676454219660446
374,0,1,74,-0.5133962253500634
375,0,1,75,0.41137173504985464
376,0,1,76,-0.9707659830966983
377,0,1,77,-0.18619196247074074
378,0,1,78,-0.27594096103281934
379,0,1,79,0.9190465807990178
380,0,1,80,-1.0358737240956684
381,0,1,81,1.3894056859237438
382,0,1,82,1.8086030854981783
383,0,1,83,-2.221135653489969
384,0,1,84,0.2988936547111736
385,0,1,85,0.011293555071369154
386,0,1,86,0.5552654109787915
387,0,1,87,0.19835733481000664
388,0,1,88,-0.279035977098935
389,0,1,89,1.2511633933159916
390,0,1,90,1.5244067249841124
391,0,1,91,-0.32986462113910686
392,0,1,92,0.05214955564927573
393,0,1,93,1.1138023233118979
394,0,1,94,-0.9715479392533363
395,0,1,95,-0.1835265221162949
396,0,1,96,-1.7114357960542068
397,0,1,97,-1.381559868665079
398,0,1,98,-0.32880780284556294
399,0,1,99,0.08587584419347263
400,0,1,100,0.6087858506378121
401,0,1,101,1.4862970726073719
402,0,1,102,-0.12396256600219067
403,0,1,103,0.4215094029405944
404,0,1,104,-0.8457549633638679
405,0,1,105,1.9184501782241778
406,0,1,106,-0.48606059920409156
407,0,1,107,1.6519285478360428
408,0,1,108,-1.0911518208726183
409,0,1,109,0.7216806244482337
410,0,1,110,1.6039115852763992
411,0,1,111,-1.8959348725703709
412,0,1,112,-0.295114742877537
413,0,1,113,0.37049791963976186
414,0,1,114,-0.4655801078260524
415,0,1,115,-0.6093949578741318
416,0,1,116,-0.7334518970521557
417,0,1,117,-1.3299480850259289
418,0,1,118,1.9216306705102792
419,0,1,119,-0.5934075750049554
420,0,1,120,-1.1273958026639939
421,0,1,121,-0.2629877840926253
422,0,1,122,-0.5850650816527868
423,0,1,123,-0.1472202889752064
424,0,1,124,0.36021810398606335
425,0,1,125,-0.8486669810422487
426,0,1,126,0.41507846394497877
427,0,1,127,-0.32206450558412075
428,0,1,128,-0.7559434073565858
429,0,1,129,-0.11648818965133811
430,0,1,130,1.8133385163988147
431,0,1,131,-0.6411765360320805
432,0,1,132,0.7799898452853727
433,0,1,133,-1.4715355392784093
434,0,1,134,-2.392601914480112
435,0,1,135,0.3970445218502288
436,0,1,136,0.7208424253910718
437,0,1,137,0.13340814455698205
438,0,1,138,-0.2049404779238272
439,0,1,139,1.2712212780304435
440,0,1,140,-1.0071719820900795
441,0,1,141,1.0129387852946845
442,0,1,142,-0.5121657746158406
443,0,1,143,-0.7804048299316082
444,0,1,144,-1.0700165389411023
445,0,1,145,-1.1684869606401027
446,0,1,146,-0.34004066867998145
447,0,1,147,0.830598338827219
448,0,1,148,1.6401587277017387
449,0,1,149,-0.9822707957169164
450,0,1,150,-1.782465270989507
451,0,1,151,0.035915960640363245
452,0,1,152,-0.12614061592198805
453,0,1,153,-1.634024286720313
454,0,1,154,0.12560057521801013
455,0,1,155,0.6786624880171478
456,0,1,156,1.8147387384672422
457,0,1,157,-0.20454490095402003
458,0,1,158,-1.3551131241262486
459,0,1,159,-1.8304100390391869
460,0,1,160,0.5602895436546488
461,0,1,161,-1.2236546721949444
462,0,1,162,0.2708258588999191
463,0,1,163,2.862211140057118
464,0,1,164,-1.4539574181945039
465,0,1,165,-0.4603288172498267
466,0,1,166,0.17355601295511186
467,0,1,167,2.7443748899945986
468,0,1,168,-0.35993748690472455
469,0,1,169,-0.20740627369282835
470,0,1,170,-0.740230635434458
471,0,1,171,0.34081043006375894
472,0,1,172,0.5691281989326596
473,0,1,173,0.8668458171425444
474,0,1,174,-0.6228758773471144
475,0,1,175,0.9295476624853273
476,0,1,176,-1.838594250662063
477,0,1,177,1.4234969358862795
478,0,1,178,-1.5573302317948563
479,0,1,179,-0.3348012912928681
480,0,1,180,-0.02685286946534233
481,0,1,181,0.08957743290330403
482,0,1,182,-0.0185314136449721
483,0,1,183,-0.6458069752247955
484,0,1,184,1.3701367699083138
485,0,1,185,-0.5756437641646773
486,0,1,186,1.4330097263268333
487,0,1,187,0.7263629326252228
488,0,1,188,-1.738186080332075
489,0,1,189,0.2085905120184212
490,0,1,190,0.3812468286861292
491,0,1,191,0.746139303366511
492,0,1,192,0.4811172379965553
493,0,1,193,-0.6008599414734954
494,0,1,194,0.8564750346516306
495,0,1,195,-0.6652953722304374
496,0,1,196,-0.2701880439328655
497,0,1,197,-0.7410452993679282
498,0,1,198,0.21573319019381923
499,0,1,199,-0.18553271303180924
500,0,1,200,0.35974073713096283
501,0,1,201,0.271391856301947
502,0,1,202,0.08876351066399626
503,0,1,203,1.1366284204639954
504,0,1,204,-1.4737230321970256
505,0,1,205,1.587396329487279
506,0,1,206,-0.6726258648699003
507,0,1,207,-0.051271190763713934
508,0,1,208,-0.7517744100189651
509,0,1,209,0.25948374689442505
510,0,1,210,-0.7307346753408454
511,0,1,211,1.6249711949861179
512,0,1,212,-0.1000743689122494
513,0,1,213,-1.0382853505704153
514,0,1,214,-0.19638428593495924
515,0,1,215,-1.0179663471931928
516,0,1,216,-0.35661971816533417
517,0,1,217,0.4443973942160872
518,0,1,218,-0.8338811454198952
519,0,1,219,-0.5662056767784311
520,0,1,220,0.7286190698142301
521,0,1,221,0.18541460190519451
522,0,1,222,-1.7455797886837816
523,0,1,223,0.5005489335843678
524,0,1,224,0.44142591295744865
525,0,1,225,1.5403894821214357
526,0,1,226,-2.199869864107805
527,0,1,227,0.8317310226748165
528,0,1,228,0.27801586539373613
529,0,1,229,1.1879810794325691
530,0,1,230,0.6596738792210245
531,0,1,231,-1.1231964935904903
532,0,1,232,0.7138468682576539
533,0,1,233,0.18773095711275936
534,0,1,234,-2.0636145800612566
535,0,1,235,0.048137213850537444
536,0,1,236,-2.1911865095112604
537,0,1,237,-1.65066714437966
538,0,1,238,-0.42027458932640027
539,0,1,239,-0.5669524548440574
540,0,1,240,0.30031453695509475
541,0,1,241,1.0937909767142537
542,0,1,242,1.2619195015050335
543,0,1,243,0.7155722415994723
544,0,1,244,2.314111225141318
545,0,1,245,-0.8352929292943717
546,0,1,246,-0.9940295925661866
547,0,1,247,0.08765304479376777
548,0,1,248,-0.3802690626623631
549,0,1,249,-0.44029235271623723
550,0,1,250,-0.08140628456537441
551,0,1,251,-0.25670643707915497
552,0,1,252,0.20541773593440193
553,0,1,253,1.1373146771240776
554,0,1,254,0.6257464848395866
555,0,1,255,-0.4784110853218556
556,0,1,256,-0.34601172390394414
557,0,1,257,1.8280840692544384
558,0,1,258,-1.8098767983713515
559,0,1,259,0.8098913176617608
560,0,1,260,0.22971476807338467
561,0,1,261,0.14397528055643966
562,0,1,262,-0.20565275327021584
563,0,1,263,-0.9828389695091703
564,0,1,264,-1.043589837037568
565,0,1,265,0.25769637820655567
566,0,1,266,1.2601438553098356
567,0,1,267,-0.6386439544023322
568,0,1,268,0.5406780891880238
569,0,1,269,-0.6963513975970029
570,0,1,270,-1.81473795156969
571,0,1,271,0.8558319823152155
572,0,1,272,0.9056652423621943
573,0,1,273,0.21140065212237086
574,0,1,274,-0.20064331409301359
575,0,1,275,-0.8277485875057703
576,0,1,276,0.6422547644305275
577,0,1,277,-0.10968548680894268
578,0,1,278,0.47154094420799053
579,0,1,279,2.132386858226318
580,0,1,280,0.27730584121034735
581,0,1,281,0.6495856835635792
582,0,1,282,-0.6336474791036479
583,0,1,283,0.07910329534984484
584,0,1,284,1.1715546467406488
585,0,1,285,1.1798798938892934
586,0,1,286,0.3048538195659915
587,0,1,287,-0.3775703107225998
588,0,1,288,0.5584981047372561
589,0,1,289,0.8052126799234454
590,0,1,290,-0.07418272200241753
591,0,1,291,-0.5371193134759428
592,0,1,292,0.6584097429468531
593,0,1,293,-0.14252239982781084
594,0,1,294,0.23684617623394896
595,0,1,295,1.4116501654546678
596,0,1,296,0.18055672392149713
597,0,1,297,-1.6618904252700943
598,0,1,298,-0.1203716484372412
599,0,1,299,-0.8888240774732081
600,0,2,0,-1.0480822476949248
601,0,2,1,-1.10791118401729
602,0,2,2,0.3949868693340938
603,0,2,3,0.4844491657106117
604,0,2,4,-1.325754553362559
605,0,2,5,0.6864383119533921
606,0,2,6,0.7018676160899983
607,0,2,7,0.46275653436940783
608,0,2,8,0.2414696837179996
609,0,2,9,0.33235905193467696
610,0,2,10,0.11218611500813866
611,0,2,11,0.018749506427519626
612,0,2,12,-0.14353632252859358
613,0,2,13,-0.7898907352007465
614,0,2,14,-3.0651553449994884
615,0,2,15,-1.5668094881748473
616,0,2,16,0.12760036858983834
617,0,2,17,0.3350404356345912
618,0,2,18,-0.7545373331835453
619,0,2,19,0.3383719915673787
620,0,2,20,-0.2567855947993402
621,0,2,21,-1.2762013263596976
622,0,2,22,-1.4545383210200231
623,0,2,23,-0.42928937950452883
624,0,2,24,2.815066198115588
625,0,2,25,-1.427380611225055
626,0,2,26,0.12807157166811334
627,0,2,27,0.6990895534160793
628,0,2,28,1.0309764707249247
629,0,2,29,0.44733932553034406
630,0,2,30,0.015223077422471698
631,0,2,31,0.8915069518097392
632,0,2,32,0.07816383585853853
633,0,2,33,-0.16213817943943296
634,0,2,34,-0.9051294914342265
635,0,2,35,2.2251922394479258
636,0,2,36,-0.9751970196501948
637,0,2,37,0.9858909800092167
638,0,2,38,0.7735598997521742
639,0,2,39,-1.8650177535630725
640,0,2,40,0.11181848861606528
641,0,2,41,-0.47231264093588055
642,0,2,42,-0.051956481786564895
643,0,2,43,-1.5938500533964788
644,0,2,44,0.3875285720656517
645,0,2,45,1.2115495940769154
646,0,2,46,-0.1380040950257766
647,0,2,47,-0.9704667406335202
648,0,2,48,-0.47947496876719503
649,0,2,49,1.0085318390548874
650,0,2,50,-0.2470323546624281
651,0,2,51,-1.3747035896782953
652,0,2,52,-1.1466740294174236
653,0,2,53,0.9460334239772569
654,0,2,54,0.928678528851837
655,0,2,55,-0.5338535900349562
656,0,2,56,1.0234879900222231
657,0,2,57,0.5133833859052895
658,0,2,58,0.5544695470401176
659,0,2,59,-1.1975506005262146
660,0,2,60,-0.8627248068194643
661,0,2,61,-0.47888768638468293
662,0,2,62,0.7082199605453312
663,0,2,63,0.5736693073916858
664,0,2,64,-1.436674504912519
665,0,2,65,1.1860639603613932
666,0,2,66,-0.30201900184603
667,0,2,67,0.06846429323539344
668,0,2,68,-0.8475249578071954
669,0,2,69,0.9926110143550317
670,0,2,70,-1.76430822818966
671,0,2,71,-1.721421796885391
672,0,2,72,-0.026653580969480964
673,0,2,73,0.488299018519297
674,0,2,74,0.8568408840840477
675,0,2,75,-1.4980692485949154
676,0,2,76,0.5433100496100308
677,0,2,77,-2.0072729423699363
678,0,2,78,1.656488294756752
679,0,2,79,0.6338013606958973
680,0,2,80,0.9145765382884373
681,0,2,81,-0.08782837182412158
682,0,2,82,0.07105185100982485
683,0,2,83,-1.1998304286230361
684,0,2,84,-0.3393961795602226
685,0,2,85,-0.05980881694273493
686,0,2,86,1.4685547211063117
687,0,2,87,0.9195248269303032
688,0,2,88,0.5795700440674981
689,0,2,89,1.0979081721496293
690,0,2,90,-0.8358402319228545
691,0,2,91,0.06698282661084314
692,0,2,92,0.30439529726213066
693,0,2,93,-0.990882552954036
694,0,2,94,1.3289828730808435
695,0,2,95,0.44684284762835863
696,0,2,96,0.333358048658356
697,0,2,97,0.9711335841528861
698,0,2,98,1.9491051184293007
699,0,2,99,-0.8811462191309604
700,0,2,100,0.5969830762193369
701,0,2,101,0.9664123232154448
702,0,2,102,1.0879306731792293
703,0,2,103,-0.27640420017990486
704,0,2,104,-0.06677378606051425
705,0,2,105,0.482561315765315
706,0,2,106,-0.4535528663129387
707,0,2,107,1.7762661642774629
708,0,2,108,1.5261553582263032
709,0,2,109,0.29169360555628315
710,0,2,110,0.24124278570716337
711,0,2,111,-0.5520557180723861
712,0,2,112,-0.12193738012926555
713,0,2,113,0.5754117971288413
714,0,2,114,-0.9372326117404082
715,0,2,115,1.8718373831953228
716,0,2,116,-0.7902158329054106
717,0,2,117,1.5303590917924506
718,0,2,118,-0.731695919715755
719,0,2,119,-0.3828734805717851
720,0,2,120,-1.648807749330017
721,0,2,121,0.3340666863889059
722,0,2,122,0.5187332851265142
723,0,2,123,-0.8898503604028811
724,0,2,124,-0.15505624116776345
725,0,2,125,-1.8980535595176422
726,0,2,126,0.4119102253783224
727,0,2,127,0.08889092365025203
728,0,2,128,1.0135425317864688
729,0,2,129,-2.0285713680195308
730,0,2,130,0.21936283753488703
731,0,2,131,-0.14323587886319616
732,0,2,132,0.7510408875770951
733,0,2,133,-0.8031691563953339
734,0,2,134,-1.5307514837434284
735,0,2,135,1.352239729403063
736,0,2,136,-0.71485611784122
737,0,2,137,0.49440695276363017
738,0,2,138,-1.4678802087943514
739,0,2,139,0.12300803997457252
740,0,2,140,-1.0477134818659544
741,0,2,141,-0.46739657619390085
742,0,2,142,-0.4343810897400552
743,0,2,143,-2.344162990082548
744,0,2,144,0.7153415633511001
745,0,2,145,0.21310809116584667
746,0,2,146,0.04017602945267902
747,0,2,147,0.6575488392482317
748,0,2,148,-0.0358690527041669
749,0,2,149,0.4880954778967029
750,0,2,150,1.266819827950402
751,0,2,151,-1.1963224171043747
752,0,2,152,-1.0141642480516722
753,0,2,153,0.21337587450522597
754,0,2,154,-0.533124751096919
755,0,2,155,-2.587253075396336
756,0,2,156,0.7108983597491629
757,0,2,157,-0.44529570189159595
758,0,2,158,0.4133986624520134
759,0,2,159,0.05949600790803838
760,0,2,160,1.3477762905251125
761,0,2,161,0.3794180503936687
762,0,2,162,1.2574597354079773
763,0,2,163,-0.28352609387512206
764,0,2,164,0.023299292119261114
765,0,2,165,-0.05981700859593137
766,0,2,166,1.1874189971843463
767,0,2,167,-0.5709954611848472
768,0,2,168,0.033948720358569315
769,0,2,169,-0.03496288294525474
770,0,2,170,-1.3009086984625156
771,0,2,171,-1.6095094464600794
772,0,2,172,-0.884050611589123
773,0,2,173,-0.9156050824946919
774,0,2,174,-0.10842268296248968
775,0,2,175,0.6905883266797478
776,0,2,176,0.14534795400204809
777,0,2,177,0.5378004096854998
778,0,2,178,-0.4248938488980788
779,0,2,179,-1.022436621410273
780,0,2,180,0.4970793754554173
781,0,2,181,0.3591412709544288
782,0,2,182,0.9509815828434401
783,0,2,183,-1.3888439451000862
784,0,2,184,1.1233221308692216
785,0,2,185,2.0100960230043996
786,0,2,186,0.7496828101208262
787,0,2,187,0.2428629544536379
788,0,2,188,-0.10345371648271272
789,0,2,189,-0.9749601646012337
790,0,2,190,-0.9915416038785435
791,0,2,191,-1.0815295606219761
792,0,2,192,-0.6320642807143018
793,0,2,193,2.310766439398291
794,0,2,194,-1.2575447715340067
795,0,2,195,1.018067175942323
796,0,2,196,-1.2857243872546271
797,0,2,197,0.011806814150457059
798,0,2,198,1.7476263211338716
799,0,2,199,-1.1473668687629268
800,0,2,200,-0.04659648045614312
801,0,2,201,-0.4634291646953574
802,0,2,202,0.28880645996372745
803,0,2,203,-0.4308071819273599
